,1000,5000,10000,50000,100000
0,-52.76732970062309,-52.43709433814712,-52.43664718196885,-52.441767738104645,-52.44900040887355
1,0.008327904147679765,0.022194255675071654,0.017147919900142066,0.017745254648117867,0.015141073274385334
