,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,24.50524034776308,-26.680478483491193,-46.71697927896985,-50.069145114595145,-51.0079026004309,-51.76710032662942,-51.98723096509018,-52.3766628322503,-52.51747389820641,-52.47345619535374,-52.65163272577331,-52.68401648442601,-52.694363377563,-52.73459132602152,-52.740595215613084,-52.76087843708016
1,19.924396383719145,-29.272156644583674,-47.6161087248178,-50.27830774238207,-51.29657827836686,-51.894887070372775,-52.10820543148549,-52.43507531346161,-52.560377866696754,-52.631641880659984,-52.68697359918567,-52.7193276303493,-52.74172932849197,-52.75731529182969,-52.77008531993961,-52.77969740456791
2,20.461320306002847,-28.74429140788887,-47.40448379815682,-50.10074881575918,-51.149378945312584,-51.79636525959463,-52.156882720459464,-52.22818231682736,-52.510562031699706,-52.595049281557536,-52.60652992273791,-52.690145674400945,-52.71800903232488,-52.73907697361314,-52.75435435441179,-52.76712403857628
3,26.206572714461757,-25.190753577660864,-45.910026464187766,-49.77219573999972,-50.88973861775594,-51.61046546435362,-52.052472862099286,-52.18714160394917,-52.477365838880964,-52.57517735828783,-52.58060418498252,-52.683669257893264,-52.71585047815064,-52.73929177285429,-52.75617671588947,-52.77008638204017
4,9.571133124751666,-33.89882843858724,-48.7911605575535,-50.58024656517373,-51.47364707690623,-51.85764438570022,-52.26933934879809,-52.44723969482131,-52.46469971917782,-52.62439701602128,-52.67121773886912,-52.70096991150881,-52.705680799631104,-52.74041988878563,-52.74641642370959,-52.761536424772
5,20.63565289433674,-28.82848419345939,-47.670976180434145,-50.169811286246755,-51.1676355528908,-51.779938930810715,-51.99129000282263,-52.36682527173989,-52.505183142621064,-52.467239346374754,-52.64286333207003,-52.68166484280966,-52.71065384490872,-52.7313993905956,-52.748632185221034,-52.7618474609463
6,22.0750161826021,-27.057239368363327,-46.62826671111222,-49.72710110902691,-50.923616299919935,-51.666084185677924,-52.10364561596943,-52.18192666792714,-52.49895193718301,-52.59291581130633,-52.60235243394855,-52.69483739252749,-52.727925384574604,-52.729946832090484,-52.76402583749221,-52.767464682131845
7,28.997625766120528,-24.873377535135372,-46.532384202307014,-50.061784844426626,-51.078995907178566,-51.84023663694123,-52.20582705965097,-52.406719393440824,-52.37778779740096,-52.598400856908114,-52.647549777251605,-52.68455075359468,-52.715970233301746,-52.738572832315604,-52.75601231746886,-52.77042183354973
8,19.754636528065777,-28.53067873891271,-47.02874807061591,-49.80634968972336,-50.89225154602312,-51.620156069689834,-52.06427603148853,-52.1930594041625,-52.50690784668497,-52.60769635043668,-52.66926050139826,-52.70810283721734,-52.73430439997694,-52.75405485794153,-52.76881565381427,-52.78157761011859
9,12.87003778244188,-31.893237699344613,-47.992467153797556,-50.044971194649406,-51.155134693365945,-51.78738967681416,-52.15422288352862,-52.17956428971504,-52.49513798244698,-52.57145313403055,-52.55099855165437,-52.66405378002138,-52.695199143557694,-52.71890347796588,-52.737042141989846,-52.75266273244786
