,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,20.995238542556763,41.99616456031799,63.00279474258423,83.9933340549469,104.94884037971497,125.90542984008789,146.898854970932,167.86316394805908,188.76706409454346,209.72535634040833,230.68984007835388,251.62717819213867,272.6049087047577,293.5499906539917,314.43511939048767
1,0,20.874889135360718,41.773857831954956,62.64267444610596,83.53629469871521,104.42497754096985,125.33430171012878,146.26652884483337,167.20437288284302,188.15030932426453,209.03696990013123,229.9326629638672,250.81855845451355,271.77629137039185,292.6849904060364,313.57870388031006
2,0,20.808653831481934,41.715219020843506,62.63472366333008,83.57172465324402,104.49755430221558,125.42469525337219,146.34757161140442,167.27699780464172,188.21622920036316,209.17186903953552,230.09147357940674,251.00637936592102,271.95380449295044,292.80894470214844,313.66305112838745
3,0,20.865110158920288,41.75348615646362,62.649465799331665,83.55669355392456,104.3508243560791,125.15568542480469,145.97092986106873,166.97692346572876,187.91952776908875,208.85610675811768,229.78409957885742,250.709557056427,271.6342513561249,292.5818552970886,313.5196521282196
4,0,20.90306329727173,41.82244682312012,62.76181221008301,83.7059211730957,104.78054785728455,125.79215812683105,146.74607944488525,167.70250868797302,188.67440629005432,209.73968315124512,230.81082940101624,251.76216435432434,272.73167419433594,293.6871802806854,314.6319944858551
5,0,20.974122047424316,41.94227385520935,62.79303455352783,83.63684844970703,104.47707557678223,125.34910249710083,146.26221537590027,167.15235996246338,188.0823962688446,208.9948468208313,229.88492250442505,250.7609405517578,271.69284868240356,292.5909583568573,313.5193281173706
6,0,20.875896453857422,41.787222385406494,62.713478088378906,83.57907390594482,104.43441557884216,125.28470516204834,146.23500442504883,167.06492400169373,187.91501307487488,208.7606017589569,229.5671284198761,250.37851643562317,271.1588840484619,292.070848941803,312.946786403656
7,0,20.954079389572144,41.792479276657104,62.682985067367554,83.60496592521667,104.4776291847229,125.29447746276855,146.16746377944946,167.05221557617188,187.92217683792114,208.76186299324036,229.68513917922974,250.6247136592865,271.60258293151855,292.4834909439087,313.39480900764465
8,0,20.978771686553955,42.04279541969299,63.01573967933655,83.97973489761353,104.91969037055969,125.77780103683472,146.69377875328064,167.634104013443,188.54332447052002,209.48805403709412,230.47921538352966,251.43574857711792,272.2945599555969,293.1590802669525,313.98507809638977
9,0,20.96510100364685,41.834715604782104,62.68735599517822,83.45366406440735,104.31936860084534,125.22288131713867,146.10564303398132,166.99075388908386,187.87236189842224,208.7374439239502,229.59926748275757,250.4565508365631,271.2895493507385,292.14391922950745,312.9930658340454
