,0,1,2,3,4,5,6,7,8,9,10
0,0.31501439112767793,0.7551866374610162,0.8094219086624476,0.818913777627851,0.8298772507701535,0.8351699217489755,0.8369398440495005,0.8385412635700829,0.8403430291059995,0.8422211537298101,0.8439164148332051
1,0.3240309204041427,0.7410716006690988,0.8012225581378521,0.8158635073720957,0.8256085772645018,0.8306303921154152,0.8339401371533803,0.8361284130967328,0.8374102155210567,0.8381551308699557,0.8386713068258066
2,0.3093087146432226,0.7574720567849376,0.822321144926144,0.8352205235120458,0.83823640370294,0.8394769665099993,0.8407934023391835,0.8422049435983566,0.8437058800666299,0.8452901200512491,0.8469331955653316
3,0.3234594798847954,0.6923512859344847,0.7998803040920445,0.8079973042880997,0.8197788528223562,0.8376783661302842,0.848915052169238,0.8519894352446482,0.8526272767061202,0.8528490041545556,0.8529739439730752
4,0.3276115035663463,0.7499159402520343,0.8090131154317757,0.8294514259497607,0.838413902093257,0.8451019518415098,0.8485232635153768,0.850316079148886,0.8514965496009931,0.8523825268297733,0.8530810336841546
5,0.3339384558776459,0.7090784824849434,0.8128633777826456,0.8250443600697915,0.8341958688341686,0.8410198984344504,0.844892625005117,0.8470786207513735,0.848434716908474,0.8493323760552357,0.8499486222525027
6,0.32785600140079696,0.7597290683033836,0.8045605943685202,0.82581185831593,0.8336078291978499,0.8370737649322766,0.8381015059608475,0.8388273623115112,0.8395535584592783,0.8403141482480869,0.8411265087517806
7,0.3200542828787428,0.7367353245986239,0.801033586077871,0.8056301919707911,0.8075011380247653,0.8100125255546735,0.8142391773981674,0.8211365425670321,0.8286257957655878,0.8326521335120294,0.8340595369178327
8,0.3301033589716942,0.7324970107016089,0.7960914355814463,0.801698941302321,0.8037710404736258,0.8058289556285401,0.807663160351686,0.8091456287189891,0.8103422631127049,0.8113833162813188,0.8123958946702163
9,0.32663751306069433,0.7745324180525403,0.8100193643370209,0.8187081834061395,0.8227130811324985,0.824140578220107,0.8250345287049536,0.8260387036699273,0.8275263708879121,0.8298911128224922,0.8335236560363157
