,0,1,2,3,4,5,6,7,8,9,10
0,0.0,3.893937349319458,7.8169472217559814,11.711391687393188,15.60816502571106,19.515933752059937,23.41827940940857,27.350599765777588,31.259740829467773,35.17694878578186,39.09274697303772
1,0.0,3.906858205795288,7.815835475921631,11.71872353553772,15.597307920455933,19.5116446018219,23.41559100151062,27.314355850219727,31.226892709732056,35.12853765487671,39.01974654197693
2,0.0,3.8890433311462402,7.792311668395996,11.697219848632812,15.601733922958374,19.50547695159912,23.403048276901245,27.283527612686157,31.208401203155518,35.11236381530762,39.00968599319458
3,0.0,3.9046213626861572,7.790349960327148,11.70641279220581,15.603515148162842,19.491328716278076,23.397303819656372,27.291964054107666,31.196718454360962,35.116116762161255,39.00857925415039
4,0.0,3.916835069656372,7.824041843414307,11.727752923965454,15.639609575271606,19.55536437034607,23.45502495765686,27.370991230010986,31.283278942108154,35.17907214164734,39.09039926528931
5,0.0,3.9011478424072266,7.820558309555054,11.71865439414978,15.608007431030273,19.500327825546265,23.40301823616028,27.317997694015503,31.2238507270813,35.122337341308594,39.0409300327301
6,0.0,3.906559944152832,7.8262763023376465,11.74626088142395,15.662710666656494,19.59743595123291,23.523491621017456,27.441584587097168,31.382367610931396,35.31176447868347,39.22813272476196
7,0.0,3.942101240158081,7.850649356842041,11.773643970489502,15.70701265335083,19.61861538887024,23.53726053237915,27.480764627456665,31.39693856239319,35.315680503845215,39.24388027191162
8,0.0,3.899744749069214,7.840668439865112,11.76369595527649,15.685797929763794,19.61195135116577,23.556976556777954,27.472399950027466,31.39405059814453,35.32252287864685,39.25828981399536
9,0.0,3.936095952987671,7.852448463439941,11.768820762634277,15.699842929840088,19.61105227470398,23.529686450958252,27.46243643760681,31.382155179977417,35.29683804512024,39.236412525177
