,0,1,2,3,4,5,6,7,8,9,10
0,0.0,4.507042646408081,8.41171932220459,12.300354719161987,16.187438011169434,20.091232299804688,23.969696044921875,27.84847593307495,31.73630428314209,35.61052489280701,39.49185585975647
1,0.0,3.889589786529541,7.772026062011719,11.665422916412354,15.536531925201416,19.424083471298218,23.297064542770386,27.157967567443848,31.046668529510498,34.93182110786438,38.802289962768555
2,0.0,3.867602586746216,7.7511677742004395,11.638863563537598,15.514127492904663,19.387702703475952,23.27955675125122,27.178093194961548,31.053613662719727,34.93392515182495,38.827062368392944
3,0.0,3.8724679946899414,7.742461681365967,11.59501576423645,15.462390184402466,19.343944549560547,23.234169006347656,27.161230087280273,31.0667724609375,34.95227360725403,38.860777616500854
4,0.0,3.8943374156951904,7.806159496307373,11.702924728393555,15.61769413948059,19.52192497253418,23.418672561645508,27.34826970100403,31.239405632019043,35.13779807090759,39.063480615615845
5,0.0,3.897806167602539,7.805409908294678,11.682400703430176,15.57509446144104,19.490518808364868,23.406522035598755,27.30357599258423,31.225884914398193,35.12274098396301,39.01362085342407
6,0.0,3.8983983993530273,7.792936563491821,11.715750694274902,15.620889902114868,19.514440774917603,23.441471338272095,27.32980179786682,31.226465225219727,35.13749980926514,39.03718328475952
7,0.0,3.911921739578247,7.804635047912598,11.700046300888062,15.613601446151733,19.503955364227295,23.42172384262085,27.315550565719604,31.20849370956421,35.12265181541443,39.02816081047058
8,0.0,3.893571615219116,7.79252028465271,11.694836616516113,15.604696273803711,19.492422819137573,23.378966569900513,27.297953367233276,31.21159076690674,35.11235690116882,39.035654067993164
9,0.0,3.8839619159698486,7.801031589508057,11.69314980506897,15.585787296295166,19.515832662582397,23.417765378952026,27.307549238204956,31.20830535888672,35.116286754608154,39.021538496017456
