,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,20.293434924947693,-12.186420048600912,-32.97664432628304,-44.61604425866745,-49.97460631341566,-51.80824953279429,-52.140584907939036,-52.223305487340966,-52.27709957992506,-52.317364224003605,-52.34913596063252,-52.37612418571486,-52.40026601095732,-52.421957705079045,-52.441485597564956,-52.45918407801255
1,14.744698859668855,-15.761942629210825,-35.118201383143386,-45.77901705752401,-50.525386210779395,-51.923347979617084,-52.12609571626364,-52.18938312698696,-52.238947452423375,-52.28556977106287,-52.32705533448495,-52.36215567288283,-52.39142489885588,-52.41622860175637,-52.43756813727519,-52.45629617624881
2,20.93310231376202,-10.833863282185765,-31.337111292483453,-43.48080506822496,-49.59810842808773,-51.76559066927761,-52.09199369585234,-52.16183677675009,-52.20533029166423,-52.24441488737265,-52.2825294940596,-52.31744332598649,-52.348968466239185,-52.37735000296464,-52.4031558665196,-52.42718107162986
3,19.134365360512437,-12.62293858570603,-33.01816585794015,-44.6468690059146,-50.0885390243559,-51.840133586021075,-52.09435312085459,-52.15752792664938,-52.199796335224775,-52.24291694254034,-52.29209606019943,-52.34093660504457,-52.381999219310984,-52.412377496503034,-52.435630010531426,-52.45474126046399
4,20.31005099132805,-12.007729977627672,-32.916943067995234,-44.67681686087892,-50.050846761708826,-51.81230860057084,-52.095681014189765,-52.167073914421266,-52.221430359240344,-52.27577281026449,-52.32516322085085,-52.362487009601736,-52.38942148084647,-52.410357085997774,-52.42810453929248,-52.44404674931764
5,12.92057720951313,-16.979552734734366,-35.69581291866039,-45.96158647971242,-50.520116488751356,-51.89711414364256,-52.087737721896524,-52.144108595926625,-52.1857119509482,-52.22878095221789,-52.272926275141124,-52.31233309338235,-52.34485577396345,-52.37215895090526,-52.394971320326505,-52.41428768848353
6,18.458778741636973,-13.082755401903475,-33.22931514969823,-44.810774293430015,-50.21909733972941,-51.88557655815402,-52.119029219111745,-52.18860838865283,-52.24002835884317,-52.28637598854641,-52.326968177645576,-52.36096701870759,-52.38930861197229,-52.413140286090844,-52.43380696234116,-52.452389120601005
7,19.205110689143385,-12.811626215143791,-33.41322836207619,-45.10956797818718,-50.346232849214786,-51.911162530910296,-52.136799083728995,-52.198586698998646,-52.243658936329645,-52.28792386325169,-52.331257222291136,-52.36893336727171,-52.39997377464951,-52.4253793046581,-52.4468199771223,-52.46544728541932
8,25.077683482146323,-8.793365877418047,-30.75597974988433,-43.591866871605305,-49.78884218113431,-51.80848680960468,-52.114856932442564,-52.186220575763315,-52.2355587959051,-52.27933375922119,-52.315622152578825,-52.344156609655734,-52.36784711994238,-52.38911135412784,-52.40875267940042,-52.42664265902057
9,18.725988427466692,-12.563419444161678,-32.808824762470536,-44.345177339393864,-49.894151792151334,-51.777868866379684,-52.077532792550514,-52.14987083466739,-52.203507560458156,-52.24888904410971,-52.28494597446829,-52.3157477714595,-52.344319179857706,-52.37112372486275,-52.39551424046871,-52.417461291849285
