,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8.309962910779102,-44.74731410405696,-47.98702008624942,-50.49431411307353,-51.43410885480398,-51.602906454126675,-52.139095875046905,-52.24555684478707,-52.276070631290274,-52.30705885870407,-52.392229712549394,-52.4093253662917,-52.471099378383535,-52.49110442822193,-52.52215268479161,-52.472639864783964
1,4.52458612494191,-46.87718952929575,-49.86501939580191,-51.45412471556802,-51.790134290128805,-52.054502792503094,-52.170237564931526,-52.20911452346374,-52.25383816374465,-52.35737372531811,-52.38302024214835,-52.40361646512652,-52.35225897358988,-52.41653469936777,-52.46703583761653,-52.46115726017385
2,5.001910171652823,-44.22691105133954,-49.56659625429057,-51.44888164247138,-51.8775706310808,-52.10599263192155,-52.20099229409741,-52.24373029053664,-52.29654875931177,-52.33761675042917,-52.400523919104614,-52.434265593292714,-52.41231528757288,-52.427867494053274,-52.49120789479789,-52.472831485473485
3,9.84370101642515,-45.108446468951996,-48.31649721164535,-50.76644516578005,-51.795035207482876,-52.107285892764075,-52.11694752124376,-52.231276775078456,-52.231690352744366,-52.2954659982076,-52.377625494012726,-52.40023790768581,-52.43515136041261,-52.43358505986759,-52.50416773992991,-52.54196646496981
4,-4.03425781563815,-43.57915671113167,-48.15280461158579,-50.424212874945574,-51.84190023420824,-51.73903211387698,-51.84135415900271,-52.196064296289165,-52.173697884170544,-52.289848937642944,-52.300679249231735,-52.31291113683613,-52.36019941538419,-52.405067459746704,-52.45026602639693,-52.46747659724145
5,5.129323084329377,-40.54881697851597,-40.99082179049197,-48.83726630937624,-50.72921553551481,-51.919228397159685,-52.20691065852194,-52.2785478679499,-52.297293750455985,-52.31930718978921,-52.37895304858757,-52.3939604139688,-52.43468587783039,-52.47108416724885,-52.43430153174671,-52.463360705567204
6,6.446834780580202,-42.36837784810903,-50.05108697226417,-51.75239037959762,-51.81854888040476,-52.00610602325167,-52.11850306820617,-52.19086985164326,-52.21903314059195,-52.28339661381788,-52.33875619849109,-52.34969563689357,-52.385035486957584,-52.37856748136786,-52.35949831667792,-52.404306600606
7,12.017929962325567,-46.49907130009659,-49.58602364742242,-51.6651939057493,-51.93756165625914,-52.06246559367805,-52.188017668170005,-52.24667021609615,-52.282822861889336,-52.299338722093346,-52.22041464475379,-52.38650958950674,-52.43106481408999,-52.38716680737681,-52.44886503975282,-52.46554294730466
8,4.435678794128318,-42.34569965214473,-47.01857959495452,-49.953041123188406,-51.66793638189836,-52.02897185848586,-52.18354049888801,-52.272000651939166,-52.25893304058984,-52.40988692936979,-52.42782066456808,-52.43964900534936,-52.431440679847476,-52.48136770941821,-52.522914081990365,-52.54791421724214
9,-1.195887286504001,-46.986228069076276,-49.71456717724127,-51.459688416920294,-51.88643469805262,-51.97785615784335,-51.89965055860004,-52.151830808046434,-52.21214900020048,-52.26556487630524,-52.24469026403105,-52.116714771029976,-52.378713397783194,-52.418763306660615,-52.44030719749763,-52.474316703724824
