,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,25.66128921508789,50.22655892372131,77.8412036895752,103.3711326122284,128.01712608337402,150.80905437469482,174.238023519516,199.76313591003418,225.65173363685608,249.7676284313202,275.3827815055847,299.133841753006,323.4767563343048,348.2030072212219,372.3752326965332
