,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4.173341018398488,0.4039562449431922,0.3135389992741137,0.28260289381419973,0.26178419667583047,0.249068136375878,0.23752848505074528,0.23487475777549374,0.2338066365679328,0.22816531527443384,0.2235002005685097,0.22628645676176184,0.22882287767287401,0.2265775128332407,0.22555335543846108,0.22911806279845415
