0.23244,0.060036,0.033021
0.11296,0.29096,0.097168
0.059855,0.15694,0.31145
0.26947,0.024709,0.0024274
0.18182,0.034993,0.06022
0.12718,0.096584,0.05776
0.15137,0.12198,0.19689
0.14175,0.25261,0.048541
0.00073355,0.1894,0.46204
0.11781,0.10965,0.16906
0.18032,0.032324,0.0019467
0.23244,0.058088,0.0046046
0.14723,0.09801,0.12701
0.085299,0.20089,0.023911
0.11022,0.18029,0.1047
0.067837,0.15547,0.16568
0.048621,0.20411,0.1024
0.19922,0.029586,0.0039633
0.17871,0.12604,0.097667
0.21922,0.076942,0.011997
0,0.26726,0.18047
0.15736,0.18369,0.056658
0.13155,0.12387,0.06126
0.20767,0.10904,0.060085
0.094681,0.16414,0.078499
0.0046325,0.19809,0.3659
0.21495,0.020643,0.0029505
0.15664,0.071492,0.025737
0.24662,0.08578,0.057743
0.20203,0.11576,0
0.22353,0.024022,0.0049183
0.11643,0.19748,0.084584
0.00071036,0.25465,0.44067
0.10622,0.20751,0.062339
0.086091,0.19149,0.14065
0.17311,0.14197,0.015706
0,0.26246,0.27805
0.081778,0.12303,0.052332
0.14913,0.15295,0.0057791
0.19121,0.077225,0.0019046
0.16386,0.013402,0.18552
0.15976,0.17667,0.00096541
