0.069933,0.24826
0.2826,0.027971
0.13743,0.16882
0.04459,0.23833
0.06529,0.17936
0.083714,0.1364
0.13366,0.17613
0.21221,0.10961
0.29809,0
0.1126,0.15302
0.039644,0.18921
0.057405,0.23973
0.088924,0.18824
0.16247,0.068421
0.14959,0.12129
0.16735,0.064919
0.17784,0.031508
0.041844,0.20065
0.1368,0.17478
0.08231,0.18316
0.21436,0
0.14764,0.15743
0.11783,0.12514
0.11465,0.20762
0.14196,0.094444
0.23243,0.015623
0.027183,0.24084
0.069529,0.15326
0.094114,0.25258
0.094816,0.1974
0.043282,0.22469
0.23218,0.0017162
0.34975,0
0.14455,0.1254
0.22328,0.030984
0.10018,0.20145
0.22081,0.001113
0.14847,0.023765
0.11922,0.13489
0.075884,0.16329
0.075045,0.18297
0.15025,0.11733
