0.21912,0,0.11288,0.22286,0.12286,0,0.36513,0
0,0.26506,0.23104,0.00080478,0.0041746,0.31047,0.00318,0.47875
0.090512,0.12352,0.20438,0.41181,0.0027843,0.028083,1.4898e-06,0.012553
0.18262,0.0010493,0,0.16889,0.23258,0.053997,0.38383,0.00042909
0.23752,0.030141,0.13616,0.012294,0.00023173,0.17057,0,0.024901
0.156,0.02106,0.16695,0.26782,0.069434,0.0059743,0.050443,0
0.12056,0.11856,0.16303,0.2011,0.048668,0.24135,0.11157,0
0.11734,0.21441,0.18267,0.054884,0.13618,0.20227,0.015834,0.034743
0,0.18402,0.20068,0.35012,0,0.065497,0.074292,0.11537
0.0825,0.058969,0.1398,0.25271,0.1462,0.28823,0.049767,0.011302
0.22792,0,0.0019444,0.18924,0.060409,0.007669,0.095594,0.11553
0.28417,0.00045768,0.10939,0.021159,0.17889,0.05306,0.054556,0.1792
0.15025,0.043728,0.048701,0.34231,0.10897,0.073678,0.0064567,0.20727
0.016935,0.21421,0.073322,0,0.002892,0.037055,0.37157,0
0.14669,0.09696,0.28592,0.16418,0,0.0073571,0.0087052,0.28625
0.062889,0.11597,0.23801,0.075166,8.9943e-05,0.29216,0,0.00037339
0.045015,0.25201,0.19229,0,0,0,0,0
0.25404,0.01542,0.015552,0.11855,0.10849,0.026145,0.0015919,0.067294
0.17781,0.11428,0.17348,0.0033237,0.029554,0.38846,3.0878e-05,0.090408
0.17109,0.01009,0.05243,0.16766,0.307,0.071986,0.19854,0.0023791
0,0.2935,0.049955,0,0.094657,0,0,0.30408
0.1832,0.095623,0.26973,0.022025,0.028128,0.089185,0.052406,0.29131
0.1775,0.058982,0.19804,0.022832,0.10383,0.074412,0.068163,0.15243
0.21895,0.038022,0.15972,0,0.3495,0.011247,0.12931,0.064769
0.12642,0.11107,0.17993,0.010767,0.097872,0.071827,0,0.29777
0.00036546,0.18324,0.19602,0.088637,0.17024,0.27997,0,0
0.24791,0.0044041,0.016442,0.23774,0.018524,0.060023,0.023897,0.0018121
0.18422,0.026296,0.054892,0.095915,0.071887,0.080225,0,0.2654
0.173,0,0.00060276,0.00019188,0.39566,0.021806,0.63177,0.079855
0.21282,0.044051,0.15122,0,0.10439,0.22337,0,0.17602
0.22123,0,0.0010247,0.1311,0.23427,0.13742,0.019857,0.014025
0.0026617,0.3129,0.013741,0,0.13026,0.012082,0.0072829,0.028586
0,0.32196,0.45619,0.00019808,0.007009,0.076017,0.0014754,0.056406
0.080673,0.16247,0.047972,0.054933,0.16159,0.29351,0.038082,0
0,0.27359,0.054306,0,0,0.31906,0.0016785,0.2292
0.16307,0.032226,0.13636,0.097133,0.35209,0.070747,0.013001,0.26595
0,0.33929,0.086154,0,0.001279,0,0,0.10764
0.070394,0.18791,0.088039,0.0015881,0.0095348,0,0,0
0.19173,0.1195,0.0084503,0.0063762,0.19813,0.045167,0.033846,0.17773
0.14563,0.002206,0.047766,0.01478,0.33552,0.15844,0.261,0.021185
0.12175,0.019763,0.078858,0.34299,0.03288,0.17295,0.10601,7.575e-05
0.16336,0.22468,0.070224,0,0.0079556,0.0021557,0,0
